round,w_dormant,norm_cached_g,cos_cached_vs_honest_mean,in_S_t,decay_factor_this_round
166,0.000000,0.000000,+0.000000,0,0.995000
167,0.000000,0.000000,+0.000000,0,0.995000
168,0.000000,0.000000,+0.000000,0,0.995000
169,0.000000,0.000000,+0.000000,0,0.995000
170,0.000000,0.000000,+0.000000,0,0.995000
171,0.000000,0.000000,+0.000000,0,0.995000
172,0.000000,0.000000,+0.000000,0,0.995000
173,0.000000,0.000000,+0.000000,0,0.995000
174,0.000000,0.000000,+0.000000,0,0.995000
175,0.000000,0.000000,+0.000000,0,0.995000
176,0.000000,0.000000,+0.000000,0,0.995000
177,0.000000,0.000000,+0.000000,0,0.995000
178,0.000000,0.000000,+0.000000,0,0.995000
179,0.000000,0.000000,+0.000000,0,0.995000
180,0.000000,0.000000,+0.000000,0,0.995000
181,0.000000,0.000000,+0.000000,0,0.995000
182,0.000000,0.000000,+0.000000,0,0.995000
183,0.000000,0.000000,+0.000000,0,0.995000
184,0.000000,0.000000,+0.000000,0,0.995000
185,0.000000,0.000000,+0.000000,0,0.995000
186,0.000000,0.000000,+0.000000,0,0.995000
187,0.000000,0.000000,+0.000000,0,0.995000
188,0.000000,0.000000,+0.000000,0,0.995000
189,0.000000,0.000000,+0.000000,0,0.995000
190,0.000000,0.000000,+0.000000,0,0.995000
191,0.000000,0.000000,+0.000000,0,0.995000
192,0.000000,0.000000,+0.000000,0,0.995000
193,0.000000,0.000000,+0.000000,0,0.995000
194,0.000000,0.000000,+0.000000,0,0.995000
195,0.000000,0.000000,+0.000000,0,0.995000
196,0.000000,0.000000,+0.000000,0,0.995000
197,0.000000,0.000000,+0.000000,0,0.995000
198,0.000000,0.000000,+0.000000,0,0.995000
199,0.000000,0.000000,+0.000000,0,0.995000
